CIRCOSCRIZIONE,COLLEGIO PLURINOMINALE,COLLEGIO UNINOMINALE,COMUNE
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,MAGLIE
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,MARTANO
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,MARTIGNANO
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,MELENDUGNO
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,MELPIGNANO
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,NARDO'
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,NEVIANO
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,PORTO CESAREO
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,SANNICOLA
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,SECLI'
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,SOGLIANO CAVOUR
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,SOLETO
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,STERNATIA
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,VERNOLE
PUGLIA,PUGLIA - 02,PUGLIA - 08 - NARDO,ZOLLINO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,ACQUARICA DEL CAPO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,ALESSANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,ALEZIO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,ALLISTE
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,ANDRANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,BAGNOLO DEL SALENTO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,BOTRUGNO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,CANNOLE
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,CASARANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,CASTRIGNANO DEL CAPO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,CASTRO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,CORSANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,DISO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,GAGLIANO DEL CAPO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,GIUGGIANELLO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,GIURDIGNANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,MATINO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,MELISSANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,MIGGIANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,MINERVINO DI LECCE
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,MONTESANO SALENTINO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,MORCIANO DI LEUCA
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,MURO LECCESE
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,NOCIGLIA
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,ORTELLE
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,OTRANTO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,PALMARIGGI
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,PARABITA
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,PATU'
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,POGGIARDO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,PRESICCE
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,RACALE
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,RUFFANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,SALVE
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,SAN CASSIANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,SANARICA
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,SANTA CESAREA TERME
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,SCORRANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,SPECCHIA
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,SPONGANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,SUPERSANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,SURANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,TAURISANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,TAVIANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,TIGGIANO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,TRICASE
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,TUGLIE
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,UGENTO
PUGLIA,PUGLIA - 02,PUGLIA - 09 - CASARANO,UGGIANO LA CHIESA
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,AVETRANA
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,CELLINO SAN MARCO
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,ERCHIE
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,FRANCAVILLA FONTANA
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,LATIANO
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,MANDURIA
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,MARUGGIO
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,MESAGNE
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,ORIA
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,SAN DONACI
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,SAN MICHELE SALENTINO
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,SAN PANCRAZIO SALENTINO
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,SAN PIETRO VERNOTICO
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,SAVA
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,TORCHIAROLO
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,TORRE SANTA SUSANNA
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,TORRICELLA
PUGLIA,PUGLIA - 02,PUGLIA - 12 - FRANCAVILLA FONTANA,VILLA CASTELLI
PUGLIA,PUGLIA - 03,PUGLIA - 06 - MONOPOLI,ADELFIA
PUGLIA,PUGLIA - 03,PUGLIA - 06 - MONOPOLI,ALBEROBELLO
PUGLIA,PUGLIA - 03,PUGLIA - 06 - MONOPOLI,CASAMASSIMA
PUGLIA,PUGLIA - 03,PUGLIA - 06 - MONOPOLI,CASTELLANA GROTTE
PUGLIA,PUGLIA - 03,PUGLIA - 06 - MONOPOLI,CELLAMARE
PUGLIA,PUGLIA - 03,PUGLIA - 06 - MONOPOLI,CONVERSANO
PUGLIA,PUGLIA - 03,PUGLIA - 06 - MONOPOLI,GIOIA DEL COLLE
PUGLIA,PUGLIA - 03,PUGLIA - 06 - MONOPOLI,LOCOROTONDO
PUGLIA,PUGLIA - 03,PUGLIA - 06 - MONOPOLI,MOLA DI BARI
PUGLIA,PUGLIA - 03,PUGLIA - 06 - MONOPOLI,MONOPOLI
PUGLIA,PUGLIA - 03,PUGLIA - 06 - MONOPOLI,NOCI
PUGLIA,PUGLIA - 03,PUGLIA - 06 - MONOPOLI,POLIGNANO A MARE
PUGLIA,PUGLIA - 03,PUGLIA - 06 - MONOPOLI,PUTIGNANO
PUGLIA,PUGLIA - 03,PUGLIA - 06 - MONOPOLI,RUTIGLIANO
PUGLIA,PUGLIA - 03,PUGLIA - 10 - TARANTO,FAGGIANO
PUGLIA,PUGLIA - 03,PUGLIA - 10 - TARANTO,LEPORANO
PUGLIA,PUGLIA - 03,PUGLIA - 10 - TARANTO,LIZZANO
PUGLIA,PUGLIA - 03,PUGLIA - 10 - TARANTO,PULSANO
PUGLIA,PUGLIA - 03,PUGLIA - 10 - TARANTO,STATTE
PUGLIA,PUGLIA - 03,PUGLIA - 10 - TARANTO,TARANTO
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,CAROSINO
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,CASTELLANETA
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,CRISPIANO
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,FRAGAGNANO
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,GINOSA
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,GROTTAGLIE
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,LATERZA
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,MARTINA FRANCA
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,MASSAFRA
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,MONTEIASI
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,MONTEMESOLA
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,MONTEPARANO
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,MOTTOLA
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,PALAGIANELLO
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,PALAGIANO
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,ROCCAFORZATA
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,SAN GIORGIO IONICO
PUGLIA,PUGLIA - 03,PUGLIA - 11 - MARTINA FRANCA,SAN MARZANO DI SAN GIUSEPPE
PUGLIA,PUGLIA - 03,PUGLIA - 13 - BRINDISI,BRINDISI
PUGLIA,PUGLIA - 03,PUGLIA - 13 - BRINDISI,CAROVIGNO
PUGLIA,PUGLIA - 03,PUGLIA - 13 - BRINDISI,CEGLIE MESSAPICA
PUGLIA,PUGLIA - 03,PUGLIA - 13 - BRINDISI,CISTERNINO
PUGLIA,PUGLIA - 03,PUGLIA - 13 - BRINDISI,FASANO
PUGLIA,PUGLIA - 03,PUGLIA - 13 - BRINDISI,OSTUNI
PUGLIA,PUGLIA - 03,PUGLIA - 13 - BRINDISI,SAN VITO DEI NORMANNI
PUGLIA,PUGLIA - 04,PUGLIA - 04 - ANDRIA,ANDRIA
PUGLIA,PUGLIA - 04,PUGLIA - 04 - ANDRIA,BARLETTA
PUGLIA,PUGLIA - 04,PUGLIA - 04 - ANDRIA,CANOSA DI PUGLIA
PUGLIA,PUGLIA - 04,PUGLIA - 04 - ANDRIA,TRANI
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,ACCADIA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,ALBERONA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,ANZANO DI PUGLIA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,APRICENA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,BICCARI
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,BOVINO
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,CARLANTINO
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,CASALNUOVO MONTEROTARO
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,CASALVECCHIO DI PUGLIA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,CASTELLUCCIO VALMAGGIORE
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,CASTELNUOVO DELLA DAUNIA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,CELENZA VALFORTORE
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,CELLE DI SAN VITO
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,CHIEUTI
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,DELICETO
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,FAETO
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,LESINA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,LUCERA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,MONTELEONE DI PUGLIA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,MOTTA MONTECORVINO
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,ORSARA DI PUGLIA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,PANNI
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,PIETRAMONTECORVINO
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,POGGIO IMPERIALE
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,RIGNANO GARGANICO
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,ROSETO VALFORTORE
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,SAN MARCO LA CATOLA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,SAN NICANDRO GARGANICO
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,SAN PAOLO DI CIVITATE
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,SAN SEVERO
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,SANT'AGATA DI PUGLIA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,SERRACAPRIOLA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,TORREMAGGIORE
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,TROIA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,VOLTURARA APPULA
PUGLIA,PUGLIA - 04,PUGLIA - 14 - SAN SEVERO,VOLTURINO
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,ASCOLI SATRIANO
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,CANDELA
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,CARAPELLE
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,CARPINO
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,CASTELLUCCIO DEI SAURI
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,CERIGNOLA
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,ISOLE TREMITI
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,MANFREDONIA
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,MARGHERITA DI SAVOIA
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,MATTINATA
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,MONTE SANT'ANGELO
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,ORDONA
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,ORTA NOVA
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,ROCCHETTA SANT'ANTONIO
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,SAN FERDINANDO DI PUGLIA
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,STORNARA
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,STORNARELLA
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,TRINITAPOLI
PUGLIA,PUGLIA - 04,PUGLIA - 15 - CERIGNOLA,ZAPPONETA
PUGLIA,PUGLIA - 04,PUGLIA - 16 - FOGGIA,CAGNANO VARANO
PUGLIA,PUGLIA - 04,PUGLIA - 16 - FOGGIA,FOGGIA
PUGLIA,PUGLIA - 04,PUGLIA - 16 - FOGGIA,ISCHITELLA
PUGLIA,PUGLIA - 04,PUGLIA - 16 - FOGGIA,PESCHICI
PUGLIA,PUGLIA - 04,PUGLIA - 16 - FOGGIA,RODI GARGANICO
PUGLIA,PUGLIA - 04,PUGLIA - 16 - FOGGIA,SAN GIOVANNI ROTONDO
PUGLIA,PUGLIA - 04,PUGLIA - 16 - FOGGIA,SAN MARCO IN LAMIS
PUGLIA,PUGLIA - 04,PUGLIA - 16 - FOGGIA,VICO DEL GARGANO
PUGLIA,PUGLIA - 04,PUGLIA - 16 - FOGGIA,VIESTE
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,ABRIOLA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,ALBANO DI LUCANIA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,ANZI
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,ARMENTO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,AVIGLIANO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,BALVANO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,BARAGIANO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,BELLA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,BRIENZA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,BRINDISI MONTAGNA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,CALVELLO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,CALVERA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,CAMPOMAGGIORE
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,CARBONE
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,CASTELLUCCIO INFERIORE
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,CASTELLUCCIO SUPERIORE
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,CASTELMEZZANO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,CASTELSARACENO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,CASTRONUOVO DI SANT'ANDREA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,CERSOSIMO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,CHIAROMONTE
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,CORLETO PERTICARA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,EPISCOPIA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,FARDELLA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,FRANCAVILLA IN SINNI
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,GALLICCHIO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,GRUMENTO NOVA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,GUARDIA PERTICARA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,LAGONEGRO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,LATRONICO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,LAURENZANA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,LAURIA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,MARATEA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,MARSICO NUOVO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,MARSICOVETERE
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,MISSANELLO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,MOLITERNO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,MONTEMURRO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,NEMOLI
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,NOEPOLI
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,PATERNO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,PICERNO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,PIETRAPERTOSA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,PIGNOLA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,POTENZA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,RIVELLO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,ROCCANOVA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,ROTONDA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,RUOTI
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,SAN CHIRICO NUOVO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,SAN CHIRICO RAPARO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,SAN COSTANTINO ALBANESE
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,SAN MARTINO D'AGRI
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,SAN PAOLO ALBANESE
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,SAN SEVERINO LUCANO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,SANT'ANGELO LE FRATTE
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,SANT'ARCANGELO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,SARCONI
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,SASSO DI CASTALDA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,SATRIANO DI LUCANIA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,SAVOIA DI LUCANIA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,SENISE
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,SPINOSO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,TEANA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,TERRANOVA DI POLLINO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,TITO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,TOLVE
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,TRAMUTOLA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,TRECCHINA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,TRIVIGNO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,VAGLIO BASILICATA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,VIETRI DI POTENZA
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,VIGGIANELLO
BASILICATA,BASILICATA - 01,BASILICATA - 01 - POTENZA,VIGGIANO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,ACCETTURA
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,ACERENZA
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,ALIANO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,ATELLA
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,BANZI
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,BARILE
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,BERNALDA
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,CALCIANO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,CANCELLARA
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,CASTELGRANDE
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,CIRIGLIANO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,COLOBRARO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,CRACO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,FERRANDINA
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,FILIANO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,FORENZA
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,GARAGUSO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,GENZANO DI LUCANIA
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,GINESTRA
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,GORGOGLIONE
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,GRASSANO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,GROTTOLE
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,IRSINA
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,LAVELLO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,MASCHITO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,MATERA
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,MELFI
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,MIGLIONICO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,MONTALBANO JONICO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,MONTEMILONE
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,MONTESCAGLIOSO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,MURO LUCANO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,NOVA SIRI
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,OLIVETO LUCANO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,OPPIDO LUCANO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,PALAZZO SAN GERVASIO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,PESCOPAGANO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,PIETRAGALLA
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,PISTICCI
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,POLICORO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,POMARICO
BASILICATA,BASILICATA - 01,BASILICATA - 02 - MATERA,RAPOLLA
